Customer_Name,#Purchases,Total_Sales,Average Profit % gained,First_Purchase_Date,Latest_Purchase_Date,Products_Purchased,Location_Count,Avg_delivery_time
Sonia Sunley,9,418.49,51.24266095319175,2014-08-05,2016-10-24,"['Sony Micro Vault Click 8 GB USB 2.0 Flash Drive' 'Colored Push Pins'
 'ACCOHIDE 3-Ring Binder, Blue, 1""' 'Avery 51'
 'Logitech Desktop MK120 Mouse and keyboard Combo' 'Akro Stacking Bins'
 'Boston KS Multi-Size Manual Pencil Sharpener'
 'Fellowes Black Plastic Comb Bindings'
 'Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset']",['Seattle' 'Madison' 'Wichita' 'San Francisco' 'Norfolk'],3.7777777777777777
Speros Goranitis,13,3124.8320000000003,38.79812198508686,2014-01-23,2017-09-13,"['Xerox 219' 'Xerox 1903'
 'Logitech\xa0VX Revolution Cordless Laser Mouse for Notebooks (Black)'
 'Seth Thomas 14"" Day/Date Wall Clock' 'Panasonic KX-TG9471B'
 'Surelock Post Binders'
 'Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue'
 'Sony 64GB Class 10 Micro SDHC R40 Memory Card'
 'Fluorescent Highlighters by Dixon' 'RCA ViSYS 25425RE1 Corded phone'
 'Xerox 229' 'Rogers Jumbo File, Granite'
 'Alliance Big Bands Rubber Bands, 12/Pack']",['New York City' 'San Francisco' 'Asheville' 'Chicago' 'Lafayette'],4.461538461538462
Stefania Perrino,24,5440.319,15.550031991705346,2014-09-08,2017-11-13,"['Global Low Back Tilter Chair' 'Wilson Jones Standard D-Ring Binders'
 'GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb'
 'Quartet Omega Colored Chalk, 12/Pack' 'Microsoft Sculpt Comfort Mouse'
 'Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry'
 'Plantronics S12 Corded Telephone Headset System' 'Samsung Galaxy Note 2'
 'KI Conference Tables'
 'Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers'
 'Fashion Color Clasp Envelopes'
 'Plantronics CS 50-USB -\xa0headset\xa0- Convertible, Monaural'
 'AT&T 1080 Corded phone' 'Acco Hanging Data Binders'
 'Logitech 910-002974 M325 Wireless Mouse for Web Scrolling'
 'Convenience Packs of Business Envelopes' 'Newell 341' 'Xerox 204'
 'Hon 94000 Series Round Tables'
 'Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210'
 'It\'s Hot Message Books with Stickers, 2 3/4"" x 5""'
 'Recycled Pressboard Report Cover with Reinforced Top Hinge'
 'LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite'
 'Deflect-o EconoMat Nonstudded, No Bevel Mat']","['Philadelphia' 'Los Angeles' 'New York City' 'Laredo' 'Tampa'
 'San Francisco' 'Long Beach' 'Colorado Springs' 'Buffalo']",3.875
Stefanie Holloman,2,2096.3920000000003,21.597096188747738,2014-12-16,2015-11-26,"['Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock'
 'Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat']",['Jackson' 'Sacramento'],4.5
Stephanie Phelps,15,1872.4360000000001,34.15357181945318,2014-04-16,2016-12-09,"['Southworth 25% Cotton Antique Laid Paper & Envelopes' 'Xerox 1883'
 'Tenex Personal Project File with Scoop Front Design, Black'
 'Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack'
 'Wilson Jones Leather-Like Binders with DublLock Round Rings'
 'Plantronics CS 50-USB -\xa0headset\xa0- Convertible, Monaural'
 'Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow'
 'Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets'
 'DAX Charcoal/Nickel-Tone Document Frame, 5 x 7'
 'Cisco IP Phone 7961G-GE VoIP phone' 'Plantronics Voyager Pro Legend'
 'Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning'
 'Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room'
 'Prang Drawing Pencil Set' 'Belkin F8E887 USB Wired Ergonomic Keyboard']","['San Jose' 'Wilmington' 'Redwood City' 'New York City' 'Stockton'
 'Chicago' 'Akron' 'Jackson' 'Omaha']",3.8666666666666667
Stephanie Ulpright,18,2595.364,39.04404397916158,2015-12-05,2017-12-10,"['Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset'
 'Cyber Acoustics AC-202b Speech Recognition Stereo Headset'
 'Avery Metallic Poly Binders' 'Avery 49'
 'Acme 10"" Easy Grip Assistive Scissors' 'Col-Erase Pencils with Erasers'
 'HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax'
 'Eberhard Faber 3 1/2"" Golf Pencils' 'SAFCO Folding Chair Trolley'
 'Hewlett Packard LaserJet 3310 Copier' 'Xerox 1993'
 'Plantronics MX500i Earset' 'Surelock Post Binders' 'Xerox 196'
 'Avery 477' 'KeyTronic\xa0KT400U2 -\xa0Keyboard\xa0- Black'
 'Southworth 25% Cotton Antique Laid Paper & Envelopes'
 'Global Leather Task Chair, Black']",['Jackson' 'Greenville' 'Chicago' 'Ann Arbor' 'New York City' 'Seattle'],1.8333333333333333
Steve Carroll,8,1254.6400000000003,59.50459614522804,2014-11-21,2017-08-26,"['Sony 64GB Class 10 Micro SDHC R40 Memory Card' 'AT&T 1080 Phone'
 'Staples' 'Xerox 1889' 'Personal Filing Tote with Lid, Black/Gray'
 'Tops Wirebound Message Log Books'
 'Kensington Expert Mouse Optical USB Trackball for PC or Mac'
 'Howard Miller Distant Time Traveler Alarm Clock']",['Columbus' 'Broken Arrow' 'Holland' 'Seattle' 'San Francisco'],5.375
Steve Chapman,14,2576.4080000000004,29.339689720844557,2014-12-16,2017-10-02,"['Acme Softgrip Scissors' 'Xerox 1929' 'Letter Size Cart'
 'Logitech Wireless Headset h800' 'Manco Dry-Lighter Erasable Highlighter'
 ""Global Fabric Manager's Chair, Dark Gray""
 'Eldon Expressions Mahogany Wood Desk Collection' 'Geemarc AmpliPOWER60'
 'Xerox 1906' 'Xerox 1991' 'Acme 10"" Easy Grip Assistive Scissors'
 'Fellowes Superior 10 Outlet Split Surge Protector'
 'Acco 6 Outlet Guardian Premium Plus Surge Suppressor'
 'Belkin F5C206VTEL 6 Outlet Surge']","['Hialeah' 'Detroit' 'Richmond' 'La Crosse' 'Fort Lauderdale' 'Roseville'
 'Saint Louis' 'Houston' 'Springfield']",4.428571428571429
Steve Nguyen,19,3127.9592000000007,37.66313416416254,2014-05-06,2017-10-12,"['#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes'
 'Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors'
 ""Global Fabric Manager's Chair, Dark Gray""
 'Plantronics HL10 Handset Lifter'
 'Global Stack Chair without Arms, Black'
 'GBC DocuBind P50 Personal Binding Machine'
 'Boston KS Multi-Size Manual Pencil Sharpener' 'Newell 344'
 '4009 Highlighters by Sanford'
 'Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White'
 'Xerox 1881' 'Global Value Steno Chair, Gray'
 'Belkin 7 Outlet SurgeMaster II'
 'Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)'
 'Micro Innovations USB RF Wireless Keyboard with Mouse'
 'Sony 64GB Class 10 Micro SDHC R40 Memory Card'
 'Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate'
 'Staple-on labels' 'Model L Table or Wall-Mount Pencil Sharpener']",['Houston' 'Rockford' 'Jackson' 'Pasadena' 'Covington' 'Los Angeles'],4.2631578947368425
Steven Cartwright,26,5226.209999999999,34.33700176358703,2014-06-03,2017-06-26,"['Artistic Insta-Plaque'
 'DXL Angle-View Binders with Locking Rings by Samsill'
 'Companion Letter/Legal File, Black'
 'Globe Weis Peel & Seel First Class Envelopes'
 'KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7'
 'Round Ring Binders' 'Bose SoundLink Bluetooth Speaker'
 'KI Adjustable-Height Table'
 'Eldon Executive Woodline II Desk Accessories, Mahogany'
 'Boston 19500 Mighty Mite Electric Pencil Sharpener' 'Avery 474'
 'Howard Miller 11-1/2"" Diameter Brentwood Wall Clock'
 'Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back'
 'Avery Triangle Shaped Sheet Lifters, Black, 2/Pack'
 'Acme Stainless Steel Office Snips' 'Mophie Juice Pack Helium for iPhone'
 'Adjustable Depth Letter/Legal Cart' 'Avery Durable Plastic 1"" Binders'
 'Pressboard Data Binders by Wilson Jones'
 'File Shuttle II and Handi-File, Black' 'GBC Wire Binding Strips'
 'Avery 512' 'Imation\xa0Clip USB\xa0flash drive\xa0- 8 GB' 'Xerox 21'
 'Newell 336' 'First Data FD10 PIN Pad']","['Wilmington' 'Houston' 'Seattle' 'Lancaster' 'Redlands' 'Los Angeles'
 'New York City' 'San Francisco' 'Peoria']",3.576923076923077
Steven Roelle,12,4345.886,63.73627022259029,2014-02-20,2017-06-17,"['Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate'
 'Global Deluxe Steno Chair' '#10 White Business Envelopes,4 1/8 x 9 1/2'
 'Xerox 1954' 'Wilson Jones Active Use Binders'
 'File Shuttle II and Handi-File, Black' 'Xerox 209'
 'Hewlett-Packard Desktjet 6988DT Refurbished Printer'
 'Kingston Digital DataTraveler 64GB USB 2.0' 'Xerox 204' 'Xerox 1962'
 'Maxell 4.7GB DVD-RW 3/Pack']","['New York City' 'Seattle' 'Bloomington' 'Los Angeles' 'Dallas'
 'Arlington']",4.083333333333333
Steven Ward,8,758.6959999999999,43.34920032844855,2014-11-02,2016-07-14,"['Personal Folder Holder, Ebony' 'Acco Hanging Data Binders'
 'Ideal Clamps' 'Newell 315' 'Pressboard Data Binders by Wilson Jones'
 ""O'Sullivan 2-Door Barrister Bookcase in Odessa Pine""
 'Maxell 74 Minute CD-R Spindle, 50/Pack' 'Samsung Rugby III']",['New York City' 'Seattle'],4.25
Stewart Carmichael,21,4492.657,7.710752036673317,2015-06-20,2017-11-19,"['1.7 Cubic Foot Compact ""Cube"" Office Refrigerators'
 'Avery Heavy-Duty EZD  Binder With Locking Rings' 'Staple remover'
 'Wilson Jones Leather-Like Binders with DublLock Round Rings'
 'Imation\xa016GB Mini TravelDrive USB 2.0\xa0Flash Drive'
 'Howard Miller 13"" Diameter Pewter Finish Round Wall Clock'
 'netTALK DUO VoIP Telephone Service'
 'Bush Andora Conference Table, Maple/Graphite Gray Finish'
 'Peel-Off China Markers' 'SAFCO Arco Folding Chair'
 'Kensington Expert Mouse Optical USB Trackball for PC or Mac'
 'Polycom CX600 IP Phone VoIP phone'
 'Speediset Carbonless Redi-Letter 7"" x 8 1/2""'
 'Ibico EB-19 Dual Function Manual Binding System'
 'SAFCO Commercial Wire Shelving, Black' 'GBC VeloBind Cover Sets'
 'Space Solutions Industrial Galvanized Steel Shelving.'
 'Okidata MB491 Multifunction Printer' 'Xerox 1900'
 'DXL Angle-View Binders with Locking Rings by Samsill'
 'Harmony Air Purifier']","['Decatur' 'Dallas' 'Los Angeles' 'San Francisco' 'San Antonio'
 'Philadelphia']",3.0
Stewart Visinsky,25,4105.305,22.800545369802354,2014-04-12,2017-02-13,"['Wilson Jones 1"" Hanging DublLock Ring Binders'
 'Avery Trapezoid Extra Heavy Duty 4"" Binders'
 'Sanford Colorific Scented Colored Pencils, 12/Pack'
 'Mophie Juice Pack Helium for iPhone' 'Hot File 7-Pocket, Floor Stand'
 'Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set'
 'Holmes Replacement Filter for HEPA Air Cleaner, Large Room' 'Xerox 1897'
 'Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack'
 'SanDisk Cruzer 16 GB USB Flash Drive'
 'Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black'
 'Fellowes Bankers Box Stor/Drawer Steel Plus'
 'Safco Contoured Stacking Chairs' 'Acme Elite Stainless Steel Scissors'
 'Barrel Sharpener' 'Presstex Flexible Ring Binders' 'Xerox 1944'
 'Alliance Big Bands Rubber Bands, 12/Pack' 'Xerox 1946' 'Cisco SPA508G'
 'Global Low Back Tilter Chair'
 'Fellowes Powershred HS-440 4-Sheet High Security Shredder'
 'Nu-Dell Oak Frame'
 'SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine' 'Xerox 213']","['Pueblo' 'Roswell' 'Philadelphia' 'Burlington' 'Baltimore' 'Jacksonville'
 'Santa Ana' 'Los Angeles' 'Bloomington']",4.24
Stuart Calhoun,5,279.25600000000003,35.684715436228416,2015-12-11,2017-11-30,"['Logitech Wireless Performance Mouse MX for PC and Mac'
 ""Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black""
 'Dixon Prang Watercolor Pencils, 10-Color Set with Brush'
 'SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card'
 'Binder Clips by OIC']",['Houston' 'Los Angeles' 'Jackson' 'Edinburg'],2.6
Stuart Van,6,1271.0900000000004,28.365758696641052,2015-05-04,2017-10-15,"['ShoreTel ShorePhone IP 230 VoIP phone' 'Hypercom P1300 Pinpad'
 'Longer-Life Soft White Bulbs'
 'Model L Table or Wall-Mount Pencil Sharpener'
 'Avery Hi-Liter Smear-Safe Highlighters' 'Xerox 1944']",['Houston' 'Indianapolis' 'Orem' 'Miami'],3.6666666666666665
Sue Ann Reed,21,4767.341500000001,38.13276204722265,2014-02-22,2017-10-28,"['Apple iPhone 5S' 'GBC VeloBinder Manual Binding System'
 'Decoflex Hanging Personal Folder File, Blue'
 'Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""'
 'Office Star - Contemporary Task Swivel Chair' 'Avery 48'
 'Avery Arch Ring Binders' 'Xerox 1915'
 'Avery 3 1/2"" Diskette Storage Pages, 10/Pack'
 '3M Hangers With Command Adhesive' 'Seth Thomas 14"" Day/Date Wall Clock'
 'Prang Colored Pencils'
 'SpineVue Locking Slant-D Ring Binders by Cardinal'
 'Chromcraft Round Conference Tables'
 'Advantus Employee of the Month Certificate Frame, 11 x 13-1/2'
 'Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue'
 'GBC Twin Loop Wire Binding Elements' 'Xerox 220'
 'Bretford CR4500 Series Slim Rectangular Table' 'Crayola Colored Pencils'
 'Avery 519']","['Chicago' 'Richmond' 'Jacksonville' 'Redmond' 'Fresno' 'San Jose'
 'Moreno Valley' 'Daytona Beach' 'Everett']",3.5714285714285716
Sung Chung,4,280.63200000000006,27.521793275217917,2016-11-11,2017-08-21,"['Newell 332'
 'Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16'
 'DAX Charcoal/Nickel-Tone Document Frame, 5 x 7'
 'Southworth 25% Cotton Antique Laid Paper & Envelopes']",['Arlington Heights' 'Louisville'],4.0
Sung Pak,24,4282.9400000000005,23.481129385308382,2014-12-15,2017-10-12,"['Boston School Pro Electric Pencil Sharpener, 1670' 'American Pencil'
 'White Envelopes, White Envelopes with Clear Poly Window'
 'Plantronics CS510 - Over-the-Head monaural Wireless Headset System'
 'Global Leather Executive Chair'
 'Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning'
 'Longer-Life Soft White Bulbs' 'Xerox 1881' 'Xerox 220' 'Xerox 1920'
 'Dana Swing-Arm Lamps' 'Logitech Wireless Touch Keyboard K400'
 'Cisco IP Phone 7961G-GE VoIP phone'
 'SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card' 'Xerox 227'
 'Avery Durable Plastic 1"" Binders'
 'Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped'
 'Avery Durable Slant Ring Binders With Label Holder' 'Xerox 199'
 'Maxell CD-R Discs'
 'Executive Impressions 14"" Contract Wall Clock with Quartz Movement'
 ""O'Sullivan 5-Shelf Heavy-Duty Bookcases"" 'Staple magnet']","['Philadelphia' 'Los Angeles' 'Rochester' 'Jacksonville' 'Dover' 'Chicago'
 'Dallas' 'Murfreesboro']",4.375
Sung Shariari,15,964.6360000000002,19.474977468185852,2014-12-14,2017-09-01,"['Martin-Yale Premier Letter Opener'
 'Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled'
 'Xerox 196' 'Fiskars 8"" Scissors, 2/Pack'
 'Logitech\xa0LS21 Speaker System - PC Multimedia - 2.1-CH - Wired'
 'Avery Metallic Poly Binders' 'Newell 35'
 'Hon Rectangular Conference Tables'
 'Plantronics CS510 - Over-the-Head monaural Wireless Headset System'
 'Avery 518'
 'Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages'
 'Wilson Jones Turn Tabs Binder Tool for Ring Binders' 'Crate-A-Files'
 'Ibico Laser Imprintable Binding System Covers'
 ""O'Sullivan Living Dimensions 2-Shelf Bookcases""]",['Dallas' 'Redmond' 'Marion' 'Leominster' 'Miami'],5.8
Susan Gilcrest,5,47.946,-5.021614289094872,2014-03-30,2017-05-18,"['Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue'
 'Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""'
 'Plastic Stacking Crates & Casters'
 'Sanford EarthWrite Recycled Pencils, Medium Soft, #2'
 'Easy-staple paper']",['Mcallen' 'New York City' 'Amarillo'],4.0
Susan MacKendrick,6,1043.0410000000002,6.478452986232074,2016-05-03,2016-05-03,"['Imation\xa016GB Mini TravelDrive USB 2.0\xa0Flash Drive'
 'Tennsco Industrial Shelving' 'Computer Room Manger, 14""'
 'Logitech\xa0VX Revolution Cordless Laser Mouse for Notebooks (Black)'
 'Cisco 8961 IP Phone Charcoal' 'Avery 496']",['Newark'],2.0
Susan Pistek,14,3990.6890000000003,17.307646030913588,2014-11-22,2017-10-21,"['Xerox 1895' 'Belkin 8 Outlet SurgeMaster II Gold Surge Protector'
 'Global Leather and Oak Executive Chair, Black'
 'Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter'
 'OIC Bulk Pack Metal Binder Clips'
 'Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back'
 'Hon 4070 Series Pagoda Round Back Stacking Chairs'
 'Poly String Tie Envelopes' 'OtterBox Defender Series Case - iPhone 5c'
 'Nu-Dell Oak Frame'
 'Avery Binding System Hidden Tab Executive Style Index Sets'
 'Logitech G700s Rechargeable Gaming Mouse'
 'File Shuttle II and Handi-File, Black' 'Assorted Color Push Pins']","['Los Angeles' 'Chicago' 'Parma' 'San Francisco' 'Columbus'
 'San Luis Obispo']",2.5
Susan Vittorini,13,1903.491,25.11578655121555,2016-03-19,2017-12-28,"['Enermax Aurora Lite Keyboard' 'Maxell 4.7GB DVD-R'
 'Satellite Sectional Post Binders' 'Hon Rectangular Conference Tables'
 'Staples' 'GE 4 Foot Flourescent Tube, 40 Watt'
 'Master Caster Door Stop, Brown' 'SanDisk Cruzer 4 GB USB Flash Drive'
 'AT&T 841000 Phone' 'Panasonic KX TS208W Corded phone'
 'Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays' 'Xerox 1953'
 'Vinyl Sectional Post Binders']","['New York City' 'Fairfield' 'Oceanside' 'Dallas' 'Mesa' 'Columbus'
 'Albuquerque' 'Peoria']",3.6923076923076925
Suzanne McNair,22,5563.391999999999,36.922099636360265,2014-09-29,2017-12-05,"['XtraLife ClearVue Slant-D Ring Binder, White, 3""'
 'Ibico Ibimaster 300 Manual Binding System'
 'Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood'
 'Seth Thomas 14"" Putty-Colored Wall Clock'
 'Eureka The Boss Cordless Rechargeable Stick Vac' 'Nontoxic Chalk'
 'Hon 30"" x 60"" Table with Locking Drawer'
 'Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White'
 'Southworth Parchment Paper & Envelopes' 'Tennsco Single-Tier Lockers'
 'Hon 4060 Series Tables' 'Self-Adhesive Ring Binder Labels'
 'Bagged Rubber Bands' 'White Computer Printout Paper by Universal'
 'Harbour Creations 67200 Series Stacking Chairs' 'Xerox 1883'
 'Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk'
 'Aluminum Document Frame' 'SAFCO Mobile Desk Side File, Wire Frame'
 'Dual Level, Single-Width Filing Carts'
 'Disposable Triple-Filter Dust Bags']","['Greenville' 'Maple Grove' 'New York City' 'Philadelphia' 'Omaha'
 'Chicago' 'Los Angeles' 'Broomfield' 'Fairfield']",4.2727272727272725
Sylvia Foulston,17,3336.5350000000003,16.896684285893176,2014-10-21,2017-11-12,"[""Global Manager's Adjustable Task Chair, Storm""
 'Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room'
 'Mini 13-1/2 Capacity Data Binder Rack, Pearl'
 'BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain'
 'Howard Miller Distant Time Traveler Alarm Clock'
 'GBC Imprintable Covers' 'Strathmore Photo Mount Cards'
 'Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack'
 'Xerox 21'
 'Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book'
 'BIC Brite Liner Grip Highlighters' 'Pyle PMP37LED'
 'Fellowes Twister Kit, Gray/Clear, 3/pkg'
 'Personal Filing Tote with Lid, Black/Gray' 'Plastic Binding Combs'
 'GBC Standard Plastic Binding Systems Combs'
 'Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat']","['Dearborn' 'Houston' 'Columbus' 'Baytown' 'Bedford' 'Wilmington'
 'San Diego' 'Philadelphia' 'San Francisco']",3.9411764705882355
Tamara Chand,12,19052.217999999997,56.23639747298643,2014-11-07,2016-11-26,"['Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders'
 'Satellite Sectional Post Binders' 'Staple envelope'
 'Acco Perma 4000 Stacking Storage Drawers'
 'Canon imageCLASS 2200 Advanced Copier'
 'Ibico Ibimaster 300 Manual Binding System'
 'Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue'
 'Stanley Bostitch Contemporary Electric Pencil Sharpeners' 'Xerox 1881'
 'Recycled Premium Regency Composition Covers' 'Xerox 1983'
 'Enermax Acrylux Wireless Keyboard']",['Seattle' 'Houston' 'Lafayette' 'Long Beach' 'Decatur'],5.916666666666667
Tamara Dahlen,16,1434.5479999999998,18.538223451027726,2014-05-19,2017-11-23,"['Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box'
 'Easy-staple paper' 'BIC Brite Liner Highlighters, Chisel Tip'
 'Newell 331'
 'Permanent Self-Adhesive File Folder Labels for Typewriters by Universal'
 'Deluxe Heavy-Duty Vinyl Round Ring Binder'
 'Wilson Jones Easy Flow II Sheet Lifters' 'Global Super Steno Chair'
 'Global Ergonomic Managers Chair'
 'Acme Tagit Stainless Steel Antibacterial Scissors' 'Xerox 206' 'Staples'
 'Holmes Odor Grabber' 'OIC Stacking Trays' 'Fiskars Softgrip Scissors'
 'Acme Design Stainless Steel Bent Scissors']","['Lowell' 'Quincy' 'Garland' 'Portland' 'San Diego' 'Bolingbrook'
 'Philadelphia' 'New York City' 'Virginia Beach']",2.4375
Tamara Manning,19,2955.2259999999997,54.879005849842756,2014-02-21,2017-09-18,"['Staples in misc. colors'
 'Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System'
 ""O'Sullivan Living Dimensions 3-Shelf Bookcases""
 'Self-Adhesive Removable Labels' 'Fellowes Super Stor/Drawer Files'
 'Advantus Rolling Drawer Organizers'
 'GBC Standard Plastic Binding Systems Combs' 'Maxell 4.7GB DVD-RW 3/Pack'
 'Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set'
 'Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black'
 'OIC Binder Clips, Mini, 1/4"" Capacity, Black' 'Avery 489'
 'HP Office Recycled Paper (20Lb. and 87 Bright)'
 'Tyvek  Top-Opening Peel & Seel Envelopes, Plain White'
 'Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book'
 'Xerox 1997' 'Xerox 1887'
 'Tenex Personal Project File with Scoop Front Design, Black'
 'DAX Value U-Channel Document Frames, Easel Back']","['San Francisco' 'Orem' 'Vacaville' 'Woodstock' 'Jackson' 'Auburn'
 'Grand Island' 'Marion']",4.2105263157894735
Tamara Willingham,12,5278.826,37.613051550910654,2014-12-22,2017-10-27,"['Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection'
 'Jabra BIZ 2300 Duo QD Duo Corded\xa0Headset' 'Xerox 1993'
 'Tensor Brushed Steel Torchiere Floor Lamp'
 'Global Troy Executive Leather Low-Back Tilter' 'Xerox 219'
 'Bush Advantage Collection Round Conference Table'
 'Tennsco Industrial Shelving' 'Xerox Color Copier Paper, 11"" x 17"", Ream'
 ""Global Wood Trimmed Manager's Task Chair, Khaki"" 'Xerox 1882'
 ""Lock-Up Easel 'Spel-Binder'""]","['Scottsdale' 'Plainfield' 'Charlottesville' 'Seattle' 'Mesa'
 'New York City']",4.333333333333333
Tanja Norvell,12,3130.221,12.776275527817072,2014-10-10,2017-10-01,"['Eldon Wave Desk Accessories'
 'Bush Advantage Collection Racetrack Conference Table'
 'Poly Designer Cover & Back' 'Premier Electric Letter Opener'
 'Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote'
 'Global Deluxe Stacking Chair, Gray'
 '#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes'
 'Razer Kraken PRO Over Ear PC and Music Headset'
 'Wilson Electronics DB Pro Signal Booster'
 'Logitech\xa0VX Revolution Cordless Laser Mouse for Notebooks (Black)'
 'Imation\xa0USB 2.0 Swivel\xa0Flash Drive\xa0USB\xa0flash drive\xa0- 4 GB - Pink'
 'Sony 32GB Class 10 Micro SDHC R40 Memory Card']","['Phoenix' 'Manteca' 'New York City' 'Park Ridge' 'Tallahassee'
 'San Diego' 'San Francisco']",5.083333333333333
Ted Butterfield,18,1467.881,64.29668046380029,2016-06-17,2017-09-02,"['Home/Office Personal File Carts' 'Xerox 232' 'Novimex Turbo Task Chair'
 'Array Parchment Paper, Assorted Colors'
 'Imation\xa08gb Micro Traveldrive Usb 2.0\xa0Flash Drive'
 'Plastic Binding Combs' 'Prang Dustless Chalk Sticks' 'Xerox 1919'
 'SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black'
 'PureGear Roll-On Screen Protector'
 'Southworth 25% Cotton Linen-Finish Paper & Envelopes' 'Staples'
 'Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear'
 'Crate-A-Files' 'Xerox 191' 'Xerox 1890' 'Colored Envelopes' 'Avery 476']",['Troy' 'Quincy' 'Meriden' 'Reading' 'Fairfield'],3.1666666666666665
